Ausstellungsstrasse 21, Zurich	(47.3815098, 8.5368835)
Av. Claude-Nobs 2, 1820 Montreux	(46.4386119, 6.906799400000001)
Av. de SÃÂ©velin 34; 1004, Lausanne	(46.5224045, 6.618218999999999)
Av. de Tivoli 3, Fribourg, 1700, CH	(46.8046115, 7.152469699999999)
Av. de Tivoli 3; 1700, Fribourg	(46.8046115, 7.152469699999999)
Avegno	(46.2028357, 8.748190700000002)
Avenches	(46.8806009, 7.042707499999999)
Avenue BergiÃÂ¨res 10, 1004 Lausanne	(46.5294322, 6.622895000000001)
Avenue Claude-Nobs 2 Montreux	(46.4386119, 6.906799400000001)
Avenue E.-Jaques Dalcroze 9; 1007, Lausanne	(46.5118279, 6.609347299999998)
Avenue de Frontenex 3, 1207 GenÃÂ¨ve	(46.2019907, 6.156810299999999)
Avenue de Gilamont 60; 1800, Vevey	(46.4720036, 6.852230199999998)
Avenue de la Gare 28, Sion	(46.2307476, 7.3582404)
Avenue de la Gare 28; 1950, Sion	(46.2307476, 7.3582404)
Avenue de la Gare 32, 1003 Lausanne	(46.51733329999999, 6.632381299999999)
Avenue de la Jonction 19, 1205 GenÃÂ¨ve	(46.20141659999999, 6.125662200000001)
Avenue de la Jonction 5, 1205 GenÃÂ¨ve	(46.2013688, 6.1292914)
Avenue des Alpes 45, 1820 Montreux	(46.43586879999999, 6.909799199999999)
Avenue du GÃÂ©nÃÂ©ral-Guisan 30; 1800, Vevey	(46.4648862, 6.839449200000001)
Baar	(47.1953729, 8.526087)
Bachmannweg 16, 8046 ZÃÂ¼rich	(47.421099, 8.507384)
Bachstrasse 7; 8038, ZÃÂ¼rich	(47.34504039999999, 8.5358391)
Bad-Bonn	(46.8615737, 7.180177800000001)
Bad-Ragaz	(47.00341410000001, 9.5011062)
Baden	(47.47288, 8.308089999999998)
Badenerstrasse 109, 8004 ZÃÂ¼rich	(47.3741278, 8.524615899999999)
Badenerstrasse 138, 8004 ZÃÂ¼rich	(47.37448879999999, 8.5228241)
Badenerstrasse 696, 8048 ZÃÂ¼rich	(47.3890087, 8.483871)
Bahnhof Enge / Gutenbergstrasse 1, 8002 ZÃÂ¼rich	(47.36499080000001, 8.530651599999999)
Bahnhofplatz 1; 3900, Brig	(46.3192859, 7.987998899999999)
Bahnhofstrasse 1, 8712 StÃÂ¤fa	(47.23948849999999, 8.718781)
Bahnhofstrasse 15; 9000, St.Gallen	(47.4250501, 9.372078899999998)
Bahnhofstrasse 22, 6300 Zug	(47.1695931, 8.516024)
Bahnhofstrasse 3, 3860 Meiringen	(46.72828430000001, 8.185515700000002)
Bahnhofstrasse 30; 6300, Zug	(47.17006579999999, 8.516124999999999)
Bahnhofstrasse 39, 5400 Baden	(47.47815749999999, 8.3086556)
Balgach	(47.40677669999999, 9.605962200000002)
Ballwil	(47.1528227, 8.3172322)
Balsthal	(47.30958560000001, 7.6883283)
Bar	(47.1953729, 8.526087)
Bar-3000	(47.3781207, 8.527472099999999)
Bar-Rossi	(47.37946989999999, 8.5271978)
Bar-Tantpis	(47.381979, 8.533261999999999)
Barfussbar	(47.36828550000001, 8.542206700000001)
Baronessa	(47.3931791, 8.177863000000002)
Basel	(47.55959860000001, 7.588576099999999)
Baselstrasse 24, 6003 Luzern	(47.0528486, 8.2961439)
Baselstrasse 46, 6003 Luzern	(47.0534712, 8.2946797)
Baselstrasse 61; 6000, Luzern; Schweiz	(47.0532711, 8.2925574)
Basler Str. 45, 79576 Weil am Rhein	(47.58553999999999, 7.605691599999999)
Baslerstrasse 50; 8048, ZÃÂ¼rich	(47.3863565, 8.4987686)
Bassersdorf	(47.4434608, 8.628713199999998)
Bateau GenÃÂ¨ve, Quai Gustave-Ador; 1207, Geneva	(46.204873, 6.154267)
Bauen	(46.9348014, 8.5797914)
Baumgartenstrasse 19, 8200 Schaffhausen	(47.6944785, 8.636241400000001)
Baumgartenstrasse 19; 8200, Schaffhausen	(47.6944785, 8.636241400000001)
Bazenheid	(47.4126975, 9.0685947)
Bazillus	(47.5474877, 7.547269100000002)
BeJazz-Club-(Vidmarhallen)	(46.93497929999999, 7.4174636)
Beckenried	(46.97049610000001, 8.4657007)
Beethovenstrasse 8; 8002, ZÃÂ¼rich	(47.3657283, 8.537299799999998)
Belforterstrasse 135, 4055 Basel	(47.563468, 7.5580646)
Bellerivestrasse, 8008 ZÃÂ¼rich	(47.3530306, 8.5567535)
Bellevuepl. 5, 8001 ZÃÂ¼rich	(47.3676756, 8.5446046)
Bellinzona	(46.1946216, 9.0244124)
Belpstrasse 24; 3122, Kehrsatz	(46.9075137, 7.474518199999999)
Bendicht-Rechberger-Strasse 1, 2502 Biel	(47.1342781, 7.243087399999999)
Bergstation Corviglia, 7500 St. Moritz	(46.50770739999999, 9.818981599999997)
Berikon	(47.35199999999999, 8.370209999999998)
Bern	(46.9479739, 7.447446800000001)
Berneck	(47.4255058, 9.6135168)
Bernexpo	(46.9593379, 7.4670625)
Biel	(47.1367785, 7.246790899999999)
Bierhübeli	(46.9562935, 7.437815199999999)
Biglen	(46.92851759999999, 7.628449499999998)
Bignasco	(46.3382079, 8.6088572)
Binningen	(47.5378697, 7.570987799999998)
Binningerstr. 14 Basel	(47.5497407, 7.584336800000001)
Binningerstrasse 14	(47.5497407, 7.584336800000001)
Binningerstrasse 14; 4051, Basel	(47.5497407, 7.584336800000001)
Binningerstrasse 7, 4051 Basel	(47.5506103, 7.586531099999999)
Birkenstrasse 51, 6343 Risch-Rotkreuz	(47.1469934, 8.4347771)
Birmenstorf	(47.4595188, 8.2498947)
Birr	(47.4363544, 8.2059141)
Birrhard	(47.432565, 8.244018800000001)
Birsfelden	(47.5516505, 7.627249900000001)
Bischofszell	(47.53231599999999, 9.2059617)
Blatterwiese	(47.3553078, 8.5516252)
Bleicherweg 5, 8001 ZÃÂ¼rich	(47.3685907, 8.538025099999999)
Bleu-Lezard	(46.5200835, 6.637720099999999)
Blumenbergplatz; 9004, St.Gallen	(47.42672330000001, 9.3737443)
Bogen-F	(47.3847659, 8.5207009)
Bolligen	(46.97562070000001, 7.497145799999998)
Bolligenstrasse 79a, Bern	(46.9614306, 7.4753154)
Bollwerk 41	(46.95164949999999, 7.441732600000001)
Bollwerk 41; 3011, Bern	(46.95164949999999, 7.441732600000001)
Bondo	(46.3353876, 9.5541649)
Bonn 2; 3186, DÃÂ¼dingen	(46.8615737, 7.180177800000001)
Bonstetten	(47.31516, 8.468057300000002)
Bossard-Arena	(47.1768132, 8.507613800000001)
Boswil	(47.3008078, 8.312894100000001)
Bottmingen	(47.5233885, 7.5723451)
Boulevard HelvÃÂ©tique 10; 1206, GenÃÂ¨ve	(46.1977922, 6.1504399)
Boulevard de PÃÂ©rolles 91, Fribourg	(46.7947773, 7.1568081)
Breiteli 22, 6472 Erstfeld	(46.8341992, 8.6407127)
Brienz	(46.7541541, 8.0316899)
Brig	(46.3158992, 7.987820799999999)
Brislach	(47.41885000000001, 7.5427693)
Brontallo	(46.35441499999999, 8.628432)
Brugg	(47.48673549999999, 8.2109103)
Bruggerstrasse 37, 5400 Baden	(47.4757816, 8.3042471)
Brunnadern	(47.3364927, 9.130484299999999)
Brunnen	(46.9993073, 8.609382199999999)
BrÃÂ¼glingerstr. 19-21, 4052 Basel	(47.5398991, 7.618258299999999)
Brütten	(47.4730927, 8.6778198)
Bubendorf	(47.44891459999999, 7.736072099999999)
Bubikon	(47.2682174, 8.819135600000001)
Buchberg	(47.5732503, 8.562713800000001)
Buchs	(47.16554029999999, 9.4708594)
Buochs	(46.97359849999999, 8.420352)
Burgdorf	(47.0559357, 7.627224299999999)
Burghof-Lörrach	(47.61086900000001, 7.6592029)
Burgweg 7, 4058 Basel	(47.5581365, 7.601180300000001)
BÃÂ¤rengasse 22, 8001 ZÃÂ¼rich	(47.36967000000001, 8.5364155)
BÃÂ¶nigstrasse 17, 3800 Matten bei Interlaken	(46.683967, 7.871161599999998)
Bäretswil	(47.3378619, 8.852861899999999)
Bülach	(47.5160671, 8.5419603)
Büren-an-der-Aare	(47.1395743, 7.374796799999999)
CC de Meyrin, Avenue de Feuillasse 24, 1217 Meyrin	(46.231973, 6.082154999999999)
Café-Kairo	(46.9587195, 7.4463311)
Cargo-Bar	(47.564134, 7.584368899999999)
Carouge	(46.1829674, 6.137853899999999)
Carrefour de lÃÂEtoile 1; 1227, Carouge	(46.1868527, 6.128198)
Casino-Herisau	(47.384637, 9.277892999999999)
Casinotheater	(47.4997419, 8.726618499999999)
Centre-de-Congrès-le-Régent	(46.3052853, 7.462124500000001)
Cevio	(46.3177065, 8.6023079)
Ch.-du-Stand-5	(46.53125199999999, 6.561080999999999)
Cham	(47.181225, 8.459208899999998)
Chamerstrasse 173 - 6301 Zug	(47.1813251, 8.4839299)
Chemin Jacques Philibert de Sauvage 37; 1219, ChÃÂ¢telaine	(46.2144847, 6.1041477)
Chemin de la GraviÃÂ¨re 11; 1227, Acacias	(46.1968879, 6.1293134)
Chemin de la GraviÃÂ¨re 9, 1227 GenÃÂ¨ve	(46.19740650000001, 6.130065300000001)
Chemin des Batailles 22, 1214 Vernier	(46.221047, 6.0867306)
Chemin des Batailles, 1214 VERNIER (GENEVE), Suisse	(46.220598, 6.087248600000001)
Chemin du Stand 5; Pully, 1009	(46.5195837, 6.668837499999999)
Chemin du Viaduc, 1008 Prilly	(46.5281564, 6.6015636)
Chiasso	(45.83669989999999, 9.0246111)
Chollerhalle	(47.1815489, 8.4838699)
ChristoffelunterfÃÂ¼hrung 2 CH- 3011 Bern	(46.9479614, 7.440116799999999)
Chur	(46.85078350000001, 9.531985900000002)
ChÃÂ¢telaine, Chemin de l'Etang 55, 1219 ChÃÂ¢telaine	(46.21703830000001, 6.1036923)
Château-d'Oex	(46.4715174, 7.126011399999999)
Chêne-Bourg	(46.19735, 6.19731)
Citykirche-Offener-St.-Jakob	(47.3739631, 8.528997799999997)
Col du Pillon, Route du Pillon 253	(46.354066, 7.205471999999999)
Crans-Montana	(46.3130118, 7.487240399999999)
Cry-d'Er	(46.3347069, 7.4786852)
Cully	(46.4895985, 6.7290888)
Cully-Jazz-Festival	(46.4884491, 6.730717200000001)
CÃÂ´tes-de-Montbenon 16, 1003 Lausanne	(46.52115, 6.627349799999998)
D!-Club	(46.5209878, 6.631117400000001)
Dampfzentrale	(46.94075619999999, 7.444201199999999)
Davos	(46.80274529999999, 9.835970099999999)
Degen	(46.70692690000001, 9.1702885)
Degersheim	(47.3738511, 9.2003081)
Dielsdorf	(47.4824169, 8.453504299999999)
Dienerstrasse 33; 8004 ZÃÂ¼rich	(47.3781229, 8.527482599999997)
Dienerstrasse 33; 8004, ZÃÂ¼rich	(47.3781229, 8.527482599999997)
Dietikon	(47.4053885, 8.39977)
Dietlikon	(47.42519859999999, 8.6162283)
Dini-Mueter	(47.3747586, 8.5247045)
District-4	(47.3807562, 8.517289)
Dolder-Sports	(47.3752136, 8.576752299999999)
Dornach	(47.4790491, 7.6170412)
Dornacherstrasse 192, 4053 Basel	(47.540964, 7.593107900000001)
Dottikon	(47.3830192, 8.2430405)
Dracula-Club	(46.49923989999999, 9.8420425)
Dreispitz-Sport-&-Kulturzentrum	(47.6473333, 9.177676800000002)
Dynamo	(47.383401, 8.539382)
Dübendorf	(47.3971476, 8.618012799999999)
Düdingen	(46.84641980000001, 7.191017899999999)
Dürnten	(47.266564, 8.8505112)
Ebikon	(47.0813181, 8.3407402)
Ecole de MÃÂ©decine 7, 1205 Geneva	(46.19720299999999, 6.1386034)
Edlibach	(47.18118, 8.573799999999999)
Effretikon	(47.4272742, 8.690337600000001)
Eglisau	(47.5762223, 8.521980899999999)
Einsiedeln	(47.127353, 8.745153700000001)
Eisenwerk	(47.5610445, 8.894007799999997)
Eishalle-Wetzikon	(47.31507490000001, 8.7995775)
El-Lokal	(47.37437750000001, 8.5336345)
Elgg	(47.4910721, 8.866546099999999)
Embrach	(47.50985600000001, 8.593806700000002)
Emmenbrücke	(47.07723379999999, 8.275637)
Emmenweidstrasse 20, 6020	(47.0736071, 8.2746056)
Englers-am-See	(47.4785335, 9.4927966)
Ennenda	(47.0338781, 9.077552899999997)
Ennetbaden	(47.4795038, 8.314324899999999)
Ennetbürgen	(46.9851573, 8.413513)
Erlach	(47.0434885, 7.096806499999999)
Erlen	(47.5518448, 9.2265297)
Erlenmattstrasse 23, 4056 Basel	(47.5701912, 7.600934)
Erlenstrasse 21-32; 4058, Basel	(47.56887769999999, 7.599246200000001)
Erlenstrasse 34, 4058 Basel	(47.5683173, 7.6004001)
Erlenstrasse 5, Basel, BS 4058	(47.5706952, 7.598693499999999)
Erlenstrasse 59; 4057, Basel	(47.5690053, 7.6016447)
Ermatingen	(47.669301, 9.0799371)
Ernen	(46.39850010000001, 8.145773299999998)
Erschwil	(47.3732135, 7.541171400000001)
Eschlikon	(47.463985, 8.966738399999999)
Espace-Malley	(46.5287824, 6.6001869)
Espl. LÃÂ©opold-Robert 2, 2000 NeuchÃÂ¢tel	(46.9913161, 6.935866)
Esplanade de l'ancienne gare, 1700 Fribourg	(46.80158429999999, 7.150254899999998)
Esse-Musicbar	(47.5021488, 8.724356899999998)
Estavayer-le-Lac	(46.8496401, 6.845060800000001)
Estrich	(None, None)
Ettingen	(47.4819119, 7.5448507)
Ettiswil	(47.1501373, 8.019181699999999)
Etziken	(47.1876571, 7.6484107)
Eulachhallen	(47.503324, 8.712069999999999)
Europaallee 33, 8004 ZÃÂ¼rich	(47.37887300000001, 8.5324118)
Europaallee 47, 8004 ZÃÂ¼rich	(47.3789412, 8.5320211)
Europaplatz 1, 6005 Luzern	(47.05031959999999, 8.3118311)
Exil	(47.38830369999999, 8.519319700000002)
Ey 5; 3063, Ittigen	(46.9744655, 7.471378399999999)
Ey 5A; 3063, Ittigen	(46.9742227, 7.4719859)
Fabrikstrasse 1; 4500, Solothurn	(47.2117871, 7.525155199999999)
Fabriktheater-(Rote-Fabrik)	(47.3435982, 8.535825999999998)
Fahrwangen	(47.2946906, 8.2420267)
Fakt-Kunst-und-Musik	(47.548916, 7.587208800000001)
Falera	(46.8012412, 9.2304912)
FallengÃÂ¤ssli; 9470, Buchs	(47.16262809999999, 9.468334200000001)
Fbg de l'HÃÂ´pital 16, 2000 NeuchÃÂ¢tel	(46.9924729, 6.932928599999999)
Feldbergstrasse 47, 4057 Basel	(47.56641579999999, 7.590774)
Feldbrunnen	(47.22061650000001, 7.555536700000001)
Feldeggstrasse 2, 8152 Glattbrugg, ZÃÂ¼rich	(47.4337242, 8.561424699999998)
Festivalgelände	(None, None)
Festivalgelände-am-Rotten	(None, None)
Feuerthalen	(47.6885343, 8.649728500000002)
Fischenthal	(47.3311758, 8.9202247)
Fischingen	(47.4152394, 8.9692231)
Fischmarktplatz	(47.2255646, 8.8157674)
Fislisbach	(47.4387543, 8.291967099999999)
Flawil	(47.41337069999999, 9.1870297)
Flims-Dorf	(46.83652, 9.2845)
Flon, CÃÂ´tes-de-Montbenon 13, Lausanne	(46.52156660000001, 6.6253514)
Flugplatzareal	(47.07921049999999, 9.066371799999999)
Flurlingen	(47.685357, 8.629436699999998)
FlÃÂ¶sserstrasse 7; 5000, Aarau	(47.39440459999999, 8.0414508)
Flüelen	(46.900149, 8.6238894)
Forrlibuckstrasse 151; 8005, Zurich	(47.39187859999999, 8.5112937)
Frankenstrasse 6, 6003 Luzern	(47.0493135, 8.3083783)
Frankfurt Strasse 36; 4023, Basel	(47.53179859999999, 7.6075511)
Frankfurt-Strasse 36 4142 MÃÂ¼nchenstein	(47.53179859999999, 7.6075511)
Frauenfeld	(47.5535997, 8.898754100000001)
Freienbach	(47.20641070000001, 8.756593300000002)
Freienstein	(47.53067449999999, 8.5831155)
Freilager-Platz 9, 4142 MÃÂ¼nchenstein/Basel, CH	(47.532851, 7.610011999999998)
Frenkendorf	(47.5035123, 7.7131296)
Fri-Son	(46.79491549999999, 7.151835299999999)
Friby-Hof	(47.2067985, 9.4549209)
Frick	(47.50851970000001, 8.018672700000002)
Friedaustrasse 23; 8003, ZÃÂ¼rich	(47.3773913, 8.5108962)
Froburgstrasse 7, 4600 Olten	(47.351955, 7.903730500000001)
Frutigen	(46.5897805, 7.646887)
FÃÂ¤rberstrasse 6; 8008, ZÃÂ¼rich	(47.36168129999999, 8.5487674)
FÃÂ¶rlibuckstrasse 180, 8005 ZÃÂ¼rich	(47.39237379999999, 8.5102837)
FÃÂ¶rrlibuckstrasse 109, 8005 ZÃÂ¼rich	(47.3913726, 8.5125154)
FÃÂ¶rrlibuckstrasse 109; 8005, Zurich	(47.3913726, 8.5125154)
FÃÂ¶rrlibuckstrasse 110, 8005 ZÃÂ¼rich	(47.392243, 8.512975200000001)
FÃÂ¶rrlibuckstrasse 151; 8005, ZÃÂ¼rich	(47.39187859999999, 8.5112937)
Füllinsdorf	(47.5055922, 7.7298829)
Galvanik	(47.18150659999999, 8.4841381)
Gampel	(46.3157745, 7.741944099999999)
Gams	(47.2039131, 9.441321799999999)
Gare-de-Lion	(47.4612831, 9.032671500000001)
Gare-du-Nord	(47.568101, 7.606548300000002)
Gaswerk	(47.4945654, 8.7077457)
Gebenstorf	(47.4842267, 8.2419897)
Geissensteinring 14, 6005, Luzern	(47.04010149999999, 8.3104674)
Gelfingen	(47.2148578, 8.265497)
Gelterkinden	(47.4656125, 7.8560314)
Geneva	(46.2043907, 6.143157700000001)
Genfergasse 10, 3011 Bern	(46.9496475, 7.4411578)
Genfergasse 10, CH-3011 Bern	(46.9496475, 7.4411578)
Gerlafingen	(47.1707295, 7.573141599999998)
Geroldstrasse 17; 8005, ZÃÂ¼rich	(47.3855032, 8.519590099999999)
Geroldstrasse 23, 8005 ZÃÂ¼rich	(47.3859752, 8.5186075)
Geroldstrasse 35, 8005 ZÃÂ¼rich	(47.3858201, 8.5181873)
Geroldstrasse 5; 8005, Zurich	(47.3851337, 8.5203308)
Geroldswil	(47.4239976, 8.411770899999999)
Gessnerallee 8; 8001, Zurich	(47.3747741, 8.5346811)
Gessnerallee-Zürich	(47.37477399999999, 8.5346811)
Gewerbestrasse 14; 9470, Buchs	(47.17354929999999, 9.4830741)
Giebenacherstrasse 40 4302 Augst	(47.53003, 7.7269302)
Giswil	(46.838212, 8.187281399999998)
Giumaglio	(46.273889, 8.681944)
Glarus	(47.04112319999999, 9.0679)
Glattbrugg	(47.43468010000001, 8.567109799999999)
Glattfelden	(47.5598578, 8.4993768)
Glutzenhofstrasse 3, 4500 Solothurn	(47.19817930000001, 7.5237082)
Goldau	(47.048056, 8.549722)
Gotthardstrasse 21, 8002 ZÃÂ¼rich	(47.3658868, 8.5367205)
Grabenhalle	(47.4273184, 9.374163200000002)
Grand Hotel Kempinski, Quai du Mont-Blanc 19, 1201 GenÃÂ¨ve	(46.2101822, 6.1508764)
Grand Rue 5-7 1260 Nyon	(46.38246959999999, 6.239117199999999)
Grand-Casino-Basel	(47.57421000000001, 7.563111999999999)
Grand-Places 14; 1701, Fribourg	(46.8020813, 7.1534678)
Grand-Rue 30, 1635 Bulle	(46.6190386, 7.0578789)
Grand-Rue 36, 1700 Fribourg	(46.8049843, 7.165070399999998)
Grand-Rue 68, 1700 Fribourg	(46.8056652, 7.161766999999999)
Grand-Rue 95; 1820, Montreux	(46.4375985, 6.907681899999999)
Greifensee	(47.3665785, 8.6794982)
Grenchen	(47.1922876, 7.3958907)
Gretzenbach	(47.3603017, 7.995101899999999)
Grindelwald	(46.624164, 8.0413962)
Grosshöchstetten	(46.90670249999999, 7.638022)
Grubenstrasse 15, ZÃÂ¼rich	(47.3616086, 8.5160348)
Grubenstrasse 18; 8045, ZÃÂ¼rich	(47.3618712, 8.5157758)
Gränichen	(47.3621015, 8.0980292)
Grüningen	(47.28295669999999, 8.7615482)
Gstaad	(46.4717588, 7.2865728)
Gstaadplatz; 3780, Gstaad	(46.48033520000001, 7.281146800000001)
Gurtenfestival	(46.94763570000001, 7.4184304)
Gutenbergstrasse 1, 8002 ZÃÂ¼rich	(47.36499080000001, 8.530651599999999)
GÃÂ¼terbahnhofstrasse 4; 9000, St. Gallen	(47.41877729999999, 9.364653299999999)
Haberhaus-Kulturklub	(47.69534789999999, 8.632035700000001)
Hacienda-Sonic	(46.2906499, 7.531970899999999)
Hafen Murten, Murten / FR /	(46.92986699999999, 7.116977)
Hafenkneipe	(47.376334, 8.533277000000002)
Hagenaustrasse 29; 4056, Basel	(47.5740241, 7.568760299999999)
Halden Strasse 6; 6006, Lucerne	(47.0550326, 8.3170695)
Hallau	(47.6967786, 8.4574122)
Hallenstadion	(47.4115196, 8.5516763)
Hardstrasse 219, 8005 ZÃÂ¼rich	(47.3868952, 8.5167783)
Hardstrasse 219; 8005, ZÃÂ¼rich	(47.3868952, 8.5167783)
Hardstrasse 245; 8005, ZÃÂ¼rich	(47.38830369999999, 8.519319700000002)
Hardturmstrasse 169; 8005, ZÃÂ¼rich	(47.3934384, 8.5111245)
Hardturmstrasse 269, 8005 ZÃÂ¼rich	(47.3933743, 8.5079724)
Hasliberg-Hohfluh	(46.75044, 8.17527)
Haupstrasse 23 3800 Matten b. Interlaken	(46.6813497, 7.863860300000002)
Hauptstrasse 35, 8280 Kreuzlingen	(47.6507266, 9.174609600000002)
Hauptwil	(47.4796418, 9.2513793)
Haus Madrisa, 7050 Arosa	(46.7783371, 9.677528299999999)
Haus-zum-Himmel	(None, None)
Hauser’s-Hotel	(46.497528, 9.837848000000001)
Hedingen	(47.2977669, 8.448254200000001)
