,artist,genres_spotify,genres_ra,main_genres,top3_genres,genre
64,Simon Spiess,None,,,,
65,Bänz Oester,None,,,,
66,Jonas Ruther,None,,,,
67,Josquin Rosset,None,,,,
68,Gabriel Meyer,None,,,,
69,Jan Geiger,None,,,,
70,Giuda,['oi'],,,,
71,Faz Waltz,None,,,,
72,Skerryvore,"['celtic rock', 'traditional scottish folk']",,,,
73,Fenster,None,,,,
74,Small Time Giants,None,,,,
75,Daniel Schenker,None,,,,
76,Felix Utzinger,None,,,,
77,Adrian Frey,None,,,,
78,Patrick Sommer,None,,,,
79,Pius Baschnagel,None,,,,
80,J Who,None,,,,
81,David Hope,None,,,,
82,Classicus Quartet,None,,,,
83,József Rácz,None,,,,
84,Réka Baksai,None,,,,
85,Péter Tornyai,None,,,,
86,Tamás Zétényi,None,,,,
87,dance animation by Alexander Martinez,None,,,,
88,Isabelle Schnöller,None,,,,
89,Matthias Arter,None,,,,
90,Markus Niederhauser,None,,,,
91,Matthias Bühlmann,None,,,,
92,Olivier Darbellay,None,,,,
93,Clinton Fearon,"['dancehall', 'dub', 'french reggae', 'reggae', 'reggae fusion', 'roots reggae']",,,,
94,Christian Mettler,None,,,,
95,Susanne Doll,"['classical christmas', 'deep orchestral']",,,,
96,Mayday Parade,"['emo', 'neo mellow', 'pixie', 'pop emo', 'pop punk', 'pop rock', 'post-teen pop', 'screamo', 'viral pop']",,,,
97,Our Last Night,"['emo', 'metalcore', 'pixie', 'pop punk', 'post-screamo', 'rap metal', 'screamo']",,,,
98,Man Overboard,"['alternative emo', 'anthem emo', 'emo', 'melodic hardcore', 'pixie', 'pop emo', 'pop punk', 'punk christmas', 'screamo']",,,,
99,Secrets,"['metalcore', 'pixie', 'pop emo', 'post-post-hardcore', 'post-screamo', 'screamo']",,,,
100,Divided By Friday,"['alternative pop rock', 'pixie', 'pop emo', 'punk christmas']",,,,
101,Doris Grossenbacher,None,,,,
102,Nelson Freire,"['classical christmas', 'classical performance', 'classical piano']",,,,
103,Mustang Sally,None,,,,
104,The Shanes,['polka'],,,,
105,Martin P. Werner,None,,,,
106,Urs C. Eigenmann,None,,,,
107,Erwin Pfeifer,None,,,,
108,Pino Buoro,None,,,,
109,Nicole Aravena,None,,,,
110,Berti Lampert,None,,,,
111,Marcel Buergi,None,,,,
112,Stefka Perifanova,None,,,,
113,Karin Dornbusch,None,,,,
114,von und mit Helena Winkelman,None,,,,
115,Rodrigo Botter Maio,None,,,,
116,Antonela Lucia,None,,,,
117,Miriam Sutter,None,,,,
118,Romeo Meyer,None,,,,
119,Erich Tiefenthaler,None,,,,
120,Christoph Seitler,None,,,,
121,Dave Maeder,None,,,,
122,Adi Gerlach,None,,,,
123,M'Adam,None,,,,
124,Sophie Adam,None,,,,
125,Florian Weiss,None,,,,
126,Anatole Buccella,None,,,,
127,Depeche Mode,"['dance rock', 'electronic', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",,,,
128,Mars Williams,None,,,,
129,Barry Guy,"['avant-garde jazz', 'free improvisation', 'free jazz']",,,,
130,Andreas Schaerer,None,,,,
131,Lucas Niggli,None,,,,
132,Riders Connection,None,,,,
133,Mauro Valli,None,,,,
134,Dominik Röglin,None,,,,
135,Gerard,"['pixie', 'pop punk']",,,,
136,Gabriela Friedli,None,,,,
137,Christoph Irniger,None,,,,
138,Ziv Ravitz,None,,,,
139,Rembrandt Frerichs Trio,None,,,,
140,Rembrandt Frerichs,None,,,,
141,Tony Overwater,['jazz bass'],,,,
142,Vinsent Planjer,None,,,,
143,Eggs Laid By Tigers,None,,,,
144,Canteca De Macao,"['flamenco', 'latin alternative', 'spanish punk']",,,,
145,Rudy Rotta Band,['power blues-rock'],,,,
146,Trio Ivan Paduart,None,,,,
147,Philippe Aerts,None,,,,
148,Hans Van Oosterhout,None,,,,
149,John Butcher,"['avant-garde jazz', 'electroacoustic improvisation', 'free improvisation', 'free jazz']",,,,
150,Peter K Frey,None,,,,
151,Daniel Studer,None,,,,
152,Brother & Bones,['indie anthem-folk'],,,,
153,Dead Prez,"['alternative hip hop', 'dirty south rap', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop']",,,,
154,Thee Silver Mt. Zion Memorial Orchestra,None,,,,
155,David Philips,None,,,,
156,Viza,None,,,,
157,Boppin' B,"['psychobilly', 'rockabilly']",,,,
158,Junip,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'stomp and holler']",,,,
159,Oli Kuster,None,,,,
160,Claudia Marino,None,,,,
161,Raphael Heggendorn,None,,,,
162,Jérémie Jolo,None,,,,
163,Moop Mama,"['deep german pop rock', 'german hip hop', 'reggae fusion']",,,,
164,Die abstürzenden Brieftauben,None,,,,
165,Kalles Kaviar,['traditional ska'],,,,
166,Adieu Gary Cooper,None,,,,
167,Tamikrest,"['desert blues', 'mande pop', 'world']",,,,
168,Los Terribles De Tijuana,None,,,,
169,Philipp Eden,None,,,,
170,Dominique Girod,None,,,,
171,Nicolas Stocker,None,,,,
172,Simon Petermann,None,,,,
173,Christian Schütz,None,,,,
174,Samuel Würgler,None,,,,
175,Fabian Gutscher,None,,,,
176,Felix-Andreas Genner,None,,,,
177,Mischa Greull,None,,,,
178,George-Cosmin Banica,None,,,,
179,David Greenlees,None,,,,
180,Sandrine Piau,"['choral', 'opera']",,,,
181,Brigitte Hool,None,,,,
182,Joyce Kennedy,None,,,,
183,Glenn Murdock,None,,,,
184,Moses Mo,None,,,,
185,John Hayes,None,,,,
186,Wyzard,None,,,,
187,Dion Murdock,None,,,,
188,Michael Arbenz,None,,,,
189,Thomas Lähns,None,,,,
190,Florian Arbenz,None,,,,
191,Slum Village,"['alternative hip hop', 'deep indie r&b', 'detroit hip hop', 'hardcore hip hop', 'hip hop', 'indie r&b', 'neo soul', 'southern hip hop', 'turntablism', 'underground hip hop']",,,,
192,Dänu Brüggemann,None,,,,
193,Pesche Enderli,None,,,,
194,Ueli Enderli,None,,,,
195,Marc Rossier,None,,,,
196,Götz Widmann,"['german punk', 'kabarett', 'liedermacher', 'reggae fusion']",,,,
197,René Mosele,None,,,,
198,Dave Feusi,None,,,,
199,Alfred Vogel,None,,,,
200,Rainer Wöffler,None,,,,
201,Tanja Wirz,None,,,,
202,Christophe Dufaux,None,,,,
203,Gregor Müller,None,,,,
204,Dinner,None,,,,
205,Ebb & Flow Trio,None,,,,
206,Gabby Gordon,None,,,,
207,Kier Morten,None,,,,
208,Ronen Gorden,None,,,,
209,Omri Ziegele,None,,,,
210,Yves Theiler,None,,,,
211,Dario Sisera,None,,,,
212,Brothers in Blues,None,,,,
213,The Warlocks,"['garage rock', 'neo-psychedelic', 'noise pop', 'nu gaze', 'psych gaze', 'punk blues', 'shoegaze', 'space rock']",,,,
214,Dead Rabbits,['psych gaze'],,,,
215,Radioactivity,"['garage pop', 'garage punk', 'indie punk']",,,,
216,Bad Sports,"['garage pop', 'garage punk', 'indie punk']",,,,
217,Oil,"['australian alternative rock', 'australian pop', 'dance rock', 'new wave', 'rock']",,,,
218,Larry Woodley,None,,,,
219,Gaedon Luscher,None,,,,
220,Salvatore Lombardo,None,,,,
221,Studierende der ZHdK,None,,,,
222,Laurent Naouri,None,,,,
223,Sarah Tysman,None,,,,
224,The Hunters,None,,,,
225,Björk,"['alternative dance', 'art rock', 'chamber pop', 'electronic', 'icelandic pop', 'metropopolis', 'permanent wave', 'pop rock', 'synthpop', 'trip hop']",,,,
226,The Weeknd,"['canadian pop', 'pop']",,,,
227,Example,"['dance pop', 'edm', 'grime', 'hip house', 'house', 'pop', 'tropical house']",,,,
228,Wieni Keller,None,,,,
229,Buddha Scheidegger,None,,,,
230,Hans Schläpfer,None,,,,
231,Stevie Cochran,None,,,,
232,Nathaniel Robin Mann,None,,,,
233,Christoph Ess,None,,,,
234,Timo Steininger,None,,,,
235,Sebastian Schorr,None,,,,
236,Stephan Schottstätt,None,,,,
237,Yves Theier,None,,,,
238,Valentin Dietrich,None,,,,
239,Lukas Mantel,None,,,,
240,Scarlett O'Hanna,None,,,,
241,Gianluca Giger,None,,,,
242,Valerio Lepori,None,,,,
243,Mischa Maurer,None,,,,
244,Clemens Kuratle,None,,,,
245,Claudio Berger,None,,,,
246,Michael Wosahlik,None,,,,
247,Serge Hauri,None,,,,
248,Lukas Kurmann,None,,,,
249,Simon Gautsch,None,,,,
250,Rea Hunziker,None,,,,
251,Sascha Frischknecht,None,,,,
252,Tina Dico,None,,,,
253,Helgi Jonsson,None,,,,
254,Andreas Tschopp,None,,,,
255,Bernhard Bamert,None,,,,
256,Nils Wogram,['jazz brass'],,,,
257,Jan Schreiner,None,,,,
258,Pierre Favre,None,,,,
259,Markus Lauterburg,None,,,,
260,John Scofield,"['bebop', 'blues-rock', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'gypsy jazz', 'jazz', 'jazz blues', 'jazz christmas', 'jazz funk', 'jazz fusion', 'modern blues', 'soul jazz']",,,,
261,Larry Goldings,"['contemporary jazz', 'contemporary post-bop', 'soul jazz']",,,,
262,Greg Hutchinson,None,,,,
263,Soul Sernenade,None,,,,
264,Urban Frey,None,,,,
265,Louis Schwizgebel,None,,,,
266,Albissers Buntwösch,None,,,,
267,Marc Storace,None,,,,
268,Jonas Gross,None,,,,
269,Philipp Moll,None,,,,
270,Stewy von Wattenwyl,None,,,,
271,Kevin Chesham,None,,,,
272,Daniela Lorenz,None,,,,
273,Letizia Fiorenza,None,,,,
274,David Sautter,None,,,,
275,Fabian Carisch,None,,,,
276,Giulia Cudini,None,,,,
277,Lydia Liebi,None,,,,
278,Bridget Greason-Sharp,None,,,,
279,Mathias Clausen,None,,,,
280,Leana Schmid,None,,,,
281,Maria Cristina Kiehr,None,,,,
282,Miriam Feuersinger,None,,,,
283,Lisa Lüthi,None,,,,
284,Marcus Niedermeyr,None,,,,
285,Monika Baer,None,,,,
286,Sergio Ciomei,None,,,,
287,Anica Defuns,None,,,,
288,Stephanie Pfeiffer,None,,,,
289,Franziska von Fischer,None,,,,
290,Fabienne Hadorn,None,,,,
291,Krishan Krone,None,,,,
292,Michael Wolf,None,,,,
293,Markus Mathis,None,,,,
294,Maru Rieben,None,,,,
295,Ruben Drole,None,,,,
296,Muriel Schwarz,None,,,,
297,Jonas Kreienbühl,None,,,,
298,Andrea Wiesli,None,,,,
299,Judith Imhof,None,,,,
300,Mirjam Blessing,None,,,,
301,Richard Resch,None,,,,
302,Ernst Buscagne,None,,,,
303,Christoph Rudolf,None,,,,
304,Ulla Westvik,None,,,,
305,Felix Rienth,None,,,,
306,Ismael Arróniz,None,,,,
307,Andreas Liebig,None,,,,
308,Nord-Hofmann-Stahel,None,,,,
309,Samir Joubran,['arab folk'],,,,
310,Wissam Joubran,['arab folk'],,,,
311,Adnan Joubran,['arab folk'],,,,
312,Youssef Hbeisch,None,,,,
313,Markus Hächler,None,,,,
314,Paul Tantanini,None,,,,
315,John Service,None,,,,
316,Thomas Grüninger,None,,,,
317,Rolf Winiger,None,,,,
318,Jonas Winterhalter,None,,,,
319,Sebastian von Keler,None,,,,
320,Or Friedli,None,,,,
321,Hagen Neye,None,,,,
322,Jan Schwinning,None,,,,
323,Xylouris White,None,,,,
324,Margrit Fluor,None,,,,
325,Marni Schwonberg,None,,,,
326,Sara Lilly,None,,,,
327,Anja Kühn,None,,,,
328,Nicolas Savoy,None,,,,
329,Christian Villiger,None,,,,
330,Hidden Orchestra,"['acid jazz', 'compositional ambient', 'dark jazz', 'fourth world', 'indie jazz', 'ninja', 'nu jazz', 'trip hop']",,,,
331,support: Andrea Belfi,None,,,,
332,Lisa Batiashvili,"['classical performance', 'classical piano', 'orchestral', 'violin']",,,,
333,Valeriy Sokolov,None,,,,
334,Gérard Caussé,None,,,,
335,Gautier Capuçon,None,,,,
336,Frank Braley,None,,,,
337,Editors,"['alternative dance', 'alternative rock', 'britpop', 'dance-punk', 'garage rock', 'indie rock', 'new rave', 'rock']",,,,
338,Bugge Wesseltoft,"['contemporary jazz', 'dark jazz', 'fourth world', 'indie jazz', 'norwegian jazz', 'nu jazz']",,,,
339,Lisa Berg,None,,,,
340,David Ruosch,None,,,,
341,Christoph Grab,None,,,,
342,Christian Ginat,None,,,,
343,Stefan Müller,None,,,,
344,Johann Sonnleitner,None,,,,
345,Jozsef Sarkozy,None,,,,
346,Anthony Caputo,None,,,,
347,Amadeus Fries,None,,,,
348,Fabian Hänni,None,,,,
349,Elio Amberg,None,,,,
350,Laura Schenk,None,,,,
351,Duke Gale,None,,,,
352,Lukas Kohler,None,,,,
353,Murder By Death,"['dreamo', 'folk punk', 'indie folk', 'stomp and holler']",,,,
354,Darkmoon,None,,,,
355,Finsterforst,"['folk metal', 'german metal', 'heavy christmas', 'medieval rock', 'neue deutsche harte', 'viking metal']",,,,
356,Rachel Harnisch,None,,,,
357,Judith Schmid,None,,,,
358,Martin Zysset,None,,,,
359,Klaus Mertens,None,,,,
360,André Briel,None,,,,
361,Luca Sestak,"['boogie-woogie', 'piano blues']",,,,
362,Tyler The Creator,"['escape room', 'gangster rap', 'hip hop', 'indie r&b', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",,,,
363,Cristina Branco Quartett,None,,,,
364,Cristina Branco,"['fado', 'morna']",,,,
365,Ricardo Dias,None,,,,
366,Jose Manuel Neto,None,,,,
367,Bernardo Moreira,None,,,,
368,Gregor Meyle,"['deep german pop rock', 'german pop', 'german pop rock']",,,,
369,Raphael Walser,None,,,,
370,Roland Wäspe,None,,,,
371,Urs Müller,None,,,,
372,David Meier,None,,,,
373,Roman Nowka,None,,,,
374,Samuel Kühni,None,,,,
375,Gino Sitson,['makossa'],,,,
376,James Uhart,['deep jazz piano'],,,,
377,Stephan Kurmann,None,,,,
378,Julio Barreto,None,,,,
379,Michael Süess,None,,,,
380,Nicolas Indlekofer,None,,,,
381,Basil Zinsli,None,,,,
382,Daniel Affentranger,None,,,,
383,Lars Schmid,None,,,,
384,Pino Zortea,None,,,,
385,Carlos Ramirez,None,,,,
386,Freddy Benitez,None,,,,
387,Daniel Portmann,None,,,,
388,Arthur Furrer,None,,,,
389,Dead City Ruins,None,,,,
390,Sophie's Earthquake,None,,,,
391,Mike & the Mechanics,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'progressive rock', 'soft rock']",,,,
392,Everton Coroné Trio,None,,,,
393,Live: Quinteto Mulenga,None,,,,
394,Weekend Phantom,None,,,,
395,Wehadtoleave,None,,,,
396,Big John Bates,['psychobilly'],,,,
397,Atze Datze,None,,,,
398,Galmet,None,,,,
399,Dirty Fences,"['garage pop', 'garage punk']",,,,
400,Go Zilla,None,,,,
401,Vojko Huter,None,,,,
402,Paul Amereller,None,,,,
403,Xaver Rüegg,None,,,,
404,Tapiwa Svosve,None,,,,
405,R. A. The Rugged Man,None,,,,
406,DJs Texx Be,None,,,,
407,The Goddamn Gallows,['psychobilly'],,,,
408,Martin Grubinger,['mallet'],,,,
409,Valer Sabadus,None,,,,
410,Karen Gomyo,None,,,,
411,Milo Karadagli,None,,,,
412,Maria Anikina,None,,,,
413,Rie Koyama,None,,,,
414,Oleksandra Kopan,None,,,,
415,Volker Biesenbender,None,,,,
416,Bernhard Bücker,None,,,,
417,Michelagelo Rinaldi,None,,,,
418,Trigger,None,,,,
419,Ian Maksin,None,,,,
420,Jaco McPhearson,None,,,,
421,Stormy Monday,None,,,,
422,John Dolby DiBoy,None,,,,
423,Tom Wallie,None,,,,
424,Pedro Jezerbaum,None,,,,
425,Joaquín Achúcarro,None,,,,
426,Alex Hendriksen Quartet,None,,,,
427,Christoph Ràcz,None,,,,
428,Ferenc Rados,None,,,,
429,Ludwig Geiger,None,,,,
430,Jürg Bitterli,None,,,,
431,Esther Hoppe,None,,,,
432,Jürg Dähler,None,,,,
433,Thomas Grossenbacher,None,,,,
434,Christine Pollerus,None,,,,
435,Tribute to George Gruntz,None,,,,
436,Downright,['italian punk'],,,,
437,The Goon Mat & Lord Benardo,None,,,,
438,Daniil Trifonov,"['classical performance', 'classical piano', 'orchestral', 'violin']",,,,
439,Caro Emerald,"['dutch pop', 'electro swing', 'nu jazz']",,,,
440,Daniel Hope,"['choral', 'classical performance', 'compositional ambient', 'minimal', 'violin']",,,,
441,Nancy Wu,None,,,,
442,Lawrence Power,None,,,,
443,Jonathan Cohen,None,,,,
444,Marie-Elisabeth Hecker,None,,,,
445,Leigh Mesh,None,,,,
446,Anne Sofie von Otter,"['choral', 'classical', 'classical performance', 'classical piano', 'harpsichord', 'opera', 'operatic pop', 'orchestral', 'violin']",,,,
447,Simon Crawford-Phillips,None,,,,
448,Martin Helmchen,['concert piano'],,,,
449,Archive,"['electronic', 'trip hop']",,,,
450,Meshell Ndegeocello,"['indie r&b', 'neo soul', 'urban contemporary']",,,,
451,Chris Bruce,None,,,,
452,Jebin Bruni,None,,,,
453,Earl Harvin,None,,,,
454,Konshens,['dancehall'],,,,
455,John DiBoy,None,,,,
456,Works by Peter Appenzeller,None,,,,
457,Orchester der Suworow Militärakademie Moskau,None,,,,
458,Shanghai Jiangzhou Drum Company,None,,,,
459,New Zealand Army Band,None,,,,
460,Monte Carlo,None,,,,
461,Tatjana Bucher,None,,,,
462,Daniel Notter,None,,,,
463,Hannes Hänggli,None,,,,
464,Jürgen Drews,"['discofox', 'europop', 'german pop', 'schlager']",,,,
465,Philippe Litzler,None,,,,
466,Heinz Saurer,None,,,,
467,Paulo Muñoz-Toledo,None,,,,
468,Seth Quistad,None,,,,
469,Bill Thomas,None,,,,
470,Thomas Achermann,None,,,,
471,Andi Seidt,None,,,,
472,Martin Zangerl,None,,,,
473,Raphael Christen,None,,,,
474,Anna Katharina Künzi,None,,,,
475,Simon Witzig,None,,,,
476,Tomas Grossenbacher,None,,,,
477,Renato Kaiser,['swiss hip hop'],,,,
478,Christiane Engel,None,,,,
479,Manuel Leuenberger,None,,,,
480,Die Amigos,"['discofox', 'schlager', 'volksmusik']",,,,
481,Amélie Gehweiler,None,,,,
482,Isabel Gehweiler,None,,,,
483,Marret Popp,None,,,,
484,Sandro Müller,None,,,,
485,Barbara Müller,None,,,,
486,Adrien Pièce,None,,,,
487,Maria C. Schmid,None,,,,
488,Tino Brütsch,None,,,,
489,René Perler,None,,,,
490,Res Kielholz,None,,,,
491,Andreas Pantli,None,,,,
492,Regula Konrad,None,,,,
493,Pamina Blum,None,,,,
494,Eriko Wakita,None,,,,
495,Praxedis Hug-Rütti,None,,,,
496,Praxedis Geneviève Hug,None,,,,
497,Willi Zimmermann,None,,,,
498,Romano Drom,['balkan brass'],,,,
499,Juan De Gloria,None,,,,
500,Yaron Hermann & Adam Baldych Duo,None,,,,
501,Yaron Hermann,None,,,,
502,Adam Baldych,"['contemporary jazz', 'dark jazz', 'fourth world', 'polish jazz']",,,,
503,Benjamin Forster,None,,,,
504,Klaus Schwärzler,None,,,,
505,Malcolm Bilson,['classical piano'],,,,
506,Zvi Meniker,None,,,,
507,Ruth Holton,None,,,,
508,Franco Battiato,"['experimental', 'italian arena pop', 'italian pop']",,,,
509,Ustad Shafqat Ali Khan,None,,,,
510,Ann Allen,None,,,,
511,Corina Marti,None,,,,
512,Caroline Ritchie,None,,,,
513,works by Ann Allen,None,,,,
514,Jakub Savytsky,None,,,,
515,Anna Dzialak Savytsky,None,,,,
516,Anna Stephány,None,,,,
517,Alana Amram & The Rough Gems,None,,,,
518,Hackensaw Boys,"['bluegrass', 'new americana', 'old-time', 'progressive bluegrass']",,,,
519,Trentemøller,"['alternative dance', 'danish pop', 'electronic', 'indietronica', 'microhouse', 'minimal techno', 'new rave', 'synthpop', 'tech house', 'trip hop']",,,,
520,Leila Martial Baa Box,None,,,,
521,Sylvan Esso,"['chamber pop', 'chillwave', 'etherpop', 'folk-pop', 'indie folk', 'indie pop', 'indie r&b', 'indie rock', 'indietronica', 'shimmer pop', 'synthpop']",,,,
522,Or Töngi,None,,,,
523,Alestorm,"['comic', 'folk metal', 'melodic death metal', 'metal', 'power metal', 'progressive metal', 'speed metal', 'viking metal']",,,,
524,Arkona,"['folk metal', 'medieval', 'power metal', 'slavic metal', 'symphonic metal', 'viking metal']",,,,
525,Thyrfing,"['black metal', 'folk metal', 'melodic death metal', 'pagan black metal', 'swedish metal', 'symphonic black metal', 'viking metal']",,,,
526,Ex Deo,"['canadian metal', 'folk metal', 'melodic death metal', 'symphonic black metal', 'viking metal']",,,,
527,Wolfchant,"['folk metal', 'german metal', 'medieval rock', 'melodic death metal', 'viking metal']",,,,
528,Borholm,None,,,,
529,Marianne Racine,None,,,,
530,Daniel Baschnagel,None,,,,
531,Werner Bärtschi,None,,,,
532,Emerson String Quartet,"['choral', 'classical', 'classical performance', 'classical piano', 'modern classical', 'modern performance', 'orchestral', 'string quartet', 'violin']",,,,
533,Born Of Osiris,"['death core', 'djent', 'groove metal', 'melodic metalcore', 'metalcore', 'rap metal', 'screamo']",,,,
534,After The Burial,"['death core', 'djent', 'groove metal', 'mathcore', 'melodic metalcore', 'metalcore', 'rap metal', 'screamo']",,,,
535,The Haarp Machine,['djent'],,,,
536,Monuments,"['death core', 'djent', 'jazz metal', 'mathcore']",,,,
537,Mates of Mine,None,,,,
538,Jonathan Kreisberg,"['contemporary jazz', 'deep jazz guitar', 'jazz fusion']",,,,
539,Will Vinson,None,,,,
540,Rick Rosato,None,,,,
541,Colin Stranahan,None,,,,
542,Amaral,"['cantautor', 'latin', 'latin pop', 'rock en espanol', 'spanish pop', 'spanish pop rock', 'spanish rock']",,,,
543,Eva Amaral,None,,,,
544,Juan Aguirre,None,,,,
545,Julieta Venegas,"['latin', 'latin alternative', 'latin pop', 'rock en espanol', 'spanish pop']",,,,
546,Eveleen Olsen,None,,,,
547,Annette Kappeler,None,,,,
548,Verena Zauner,None,,,,
549,Emanuel Schmelzer,None,,,,
550,Stefanie Suhner,None,,,,
551,Andreas Lareida,['indie jazz'],,,,
552,Lucca Fries,None,,,,
553,Moritz Meyer,None,,,,
554,Ramón Oras,None,,,,
555,Aurea Marston,None,,,,
556,Kim Bartlett,None,,,,
557,Guido Friebel,None,,,,
558,Peter Mächler,None,,,,
559,Antoine Läng,None,,,,
560,Shane Perlowin,None,,,,
561,Vincent Membrez,None,,,,
562,Raphael Ortis,None,,,,
563,Lionel Friedli,None,,,,
564,Carmen Souza - Kachupada,None,,,,
565,Carmen Souza,['morna'],,,,
566,Theo Pascal,None,,,,
567,Filipe Melo,None,,,,
568,Mauricio Zottarelli,None,,,,
569,Marc Copland,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'deep jazz piano', 'italian jazz']",,,,
570,Daniel Schläppi,None,,,,
571,Michael Zisman,None,,,,
572,Philip Henzi,None,,,,
573,Lorenz Beyeler,None,,,,
574,Tobias Friedli,None,,,,
575,The Lumineers,"['folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'pop', 'stomp and holler']",,,,
576,Langhorne Slim,"['alternative country', 'anti-folk', 'chamber pop', 'deep new americana', 'folk-pop', 'indie folk', 'indie pop', 'modern blues', 'new americana', 'progressive bluegrass', 'roots rock', 'stomp and holler']",,,,
577,Rumbero,None,,,,
578,Girls Names,"['chamber psych', 'garage psych', 'noise pop', 'northern irish indie', 'nu gaze', 'popgaze', 'preverb']",,,,
579,Schnaak,None,,,,
580,Jan Schlegel,None,,,,
581,Christian Weber,['pop house'],,,,
582,Stefan Meier,None,,,,
583,Julia Malkova,None,,,,
584,Alexander Kaganovsky,None,,,,
585,Rebecca Spiteri,None,,,,
586,Richard Lipiec,None,,,,
587,Martin Hugelshofer,None,,,,
588,Jean-Yves Petiot,None,,,,
589,Fernand Schlumpf,None,,,,
590,Miranda de Miguel,None,,,,
591,Nino Aurelio Gmünder,None,,,,
592,Maya Boog,None,,,,
593,Barbara Doll,None,,,,
594,Emanuel Rütsche,None,,,,
595,Jun Onaka,None,,,,
596,Luisella De Pietro,None,,,,
597,Violetta Radomirska,None,,,,
598,Beatrice Voellmy,None,,,,
599,Anne-May Krüger,None,,,,
600,Claudia Weissbarth,None,,,,
601,Nils Kohler,None,,,,
602,Dorothee Mields,"['choral', 'harpsichord']",,,,
603,Teo Gheorghiu,None,,,,
604,Martin Heini,None,,,,
605,Praxedis Genevieve Hug,None,,,,
606,Matthias Ziegler,None,,,,
607,Christoph Baumann,None,,,,
608,Reto Senn,None,,,,
609,Adamstown,None,,,,
610,James Taylor & Band,None,,,,
611,Joey DeFrancesco,"['contemporary post-bop', 'jazz christmas', 'soul jazz']",,,,
612,Dan Wilson,['neo mellow'],,,,
