,ClubID,ClubName,Address,EventID,EventName,Date,LineUp,Genre,All Genres
0,100121.0, Cyclo Café,"Boulevard de Pérolles 91, Fribourg",707619.0,"Light My Fridays: with Ariane Effect, DJ H-ERA, Chris Ahn", 10 April 2015 ,"['DJ HERA', 'Ariane Effect', 'Chris Ahn']",electronic,"['None', 'electronic', 'electronic']"
1,100121.0, Cyclo Café,"Boulevard de Pérolles 91, Fribourg",673119.0,Chris Ahn's 4AM Mixtape - Ep. 4, 14 November 2014 ,['Chris Ahn'],electronic,['electronic']
2,100121.0, Cyclo Café,"Boulevard de Pérolles 91, Fribourg",672938.0,Chris Ahn's 4AM Mixtape - Episode 1, 16 May 2014 ,['Chris Ahn'],electronic,['electronic']
3,100121.0, Cyclo Café,"Boulevard de Pérolles 91, Fribourg",707619.0,"Light My Fridays: with Ariane Effect, DJ H-ERA, Chris Ahn", 10 April 2015 ,"['DJ HERA', 'Ariane Effect', 'Chris Ahn']",electronic,"['None', 'electronic', 'electronic']"
4,100121.0, Cyclo Café,"Boulevard de Pérolles 91, Fribourg",673119.0,Chris Ahn's 4AM Mixtape - Ep. 4, 14 November 2014 ,['Chris Ahn'],electronic,['electronic']
5,100121.0, Cyclo Café,"Boulevard de Pérolles 91, Fribourg",672938.0,Chris Ahn's 4AM Mixtape - Episode 1, 16 May 2014 ,['Chris Ahn'],electronic,['electronic']
6,10186.0, Rocking Chair,"Avenue de Gilamont 60; 1800, Vevey",365245.0,Hacienda 30th Birthday Tour, 05 May 2012 ,"['New Order', 'Underworld', 'Peter Hook']",rock,"['rock', 'rock', 'None']"
7,10186.0, Rocking Chair,"Avenue de Gilamont 60; 1800, Vevey",284885.0,Black & White Party, 30 June 2010 ,['Lemonick'],r&b and soul,['r&b and soul']
8,10186.0, Rocking Chair,"Avenue de Gilamont 60; 1800, Vevey",49151.0,Jamie Lidell, 23 April 2008 ,['Jamie Lidell'],r&b and soul,['r&b and soul']
9,102059.0, Acapella Bar,"Place de la Gare, 1957 Ardon, Valais, Suisse",693409.0,The Future Color Of Sound, 17 April 2015 ,"['Dj Never Die', 'Jack Demon', 'Vitronic']",None,"['electronic', 'None', 'None']"
10,10242.0, Kraftfeld,"Lagerplatz 18; 8400, Winterthur",881381.0,Lila mit Serafin, 23 September 2016 ,"['Christian Elefante', 'Emre', 'Valentin', 'Guel', 'Serafin']",None,"['None', 'electronic', 'latin', 'None', 'latin']"
11,10242.0, Kraftfeld,"Lagerplatz 18; 8400, Winterthur",862135.0,Backstreet Noise x Sunday Mess, 31 July 2016 ,"['Beppe Loda', 'Offen Music', 'Vladimir Ivkovic']",None,"['None', 'None', 'None']"
12,10242.0, Kraftfeld,"Lagerplatz 18; 8400, Winterthur",832959.0,Phantom Island Night, 06 May 2016 ,"['Lexx', 'Permanent Vacation', 'Kejeblos', 'DFA']",None,"['r&b and soul', 'electronic', 'None', 'None']"
